id,count_point_id,year,region_id,local_authority_id,road_name,road_category,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
23624,7043,2022,6,145,A400,PA,Major,A502,Delancey St,528950,183780,51.53820301,-0.14206621,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,986,1790,8345,1095,2347,406,37,45,11,2,15,516,14093
23650,7044,2022,6,145,A400,PA,Major,A501,Harrington Sq,529200,183000,51.53113612,-0.13874958,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,2030,1266,10366,1090,3951,300,63,136,29,13,30,571,17244
23676,7045,2022,6,146,A402,PA,Major,A219,A3220,523600,179830,51.50389880,-0.22055194,0.5,0.3,Counted,Manual count,1679,2087,20229,1580,3891,573,60,58,13,6,24,733,28521
23754,7049,2022,6,66,A404,PA,Major,A4180,A4125,509000,190930,51.60666871,-0.42738223,2.0,1.2,Estimated,Estimated using AADF from previous year on this link,35,80,11963,31,1800,96,18,9,2,11,9,143,14017
23780,7050,2022,6,185,A404,PA,Major,A312,B458,515300,187880,51.57800201,-0.33744849,0.7,0.4,Counted,Manual count,67,650,22576,182,2936,447,37,57,3,7,34,584,26928
23806,7051,2022,6,118,A404,PA,Major,A4005,A4005,516940,185240,51.55393762,-0.31466906,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,274,908,20458,1232,3712,514,72,25,4,5,15,635,26945
23832,7052,2022,6,118,A404,PA,Major,A406,A407,520000,184160,51.54358955,-0.27092153,1.5,0.9,Estimated,Estimated using AADF from previous year on this link,354,878,15711,517,3108,557,74,135,19,58,98,941,21155
23884,7054,2022,7,78,M25,TM,Major,17,18,503800,195000,51.64423259,-0.50123839,2.3,1.4,Counted,Automatic counter,0,409,118243,138,36902,2947,723,841,295,2479,7473,14758,170450
23910,7055,2022,6,118,A406,PA,Major,LA Boundary,A404,519660,183950,51.54177425,-0.27589348,1.1,0.7,Counted,Manual count,4,2089,70335,88,18717,3653,459,765,184,504,903,6468,97696
23935,7057,2022,6,121,A406,PA,Major,A109,A1110,529400,192130,51.61313865,-0.13250867,0.7,0.4,Counted,Manual count,54,837,33707,149,9643,1790,148,321,93,120,656,3129,47465
23961,7058,2022,6,125,A406,PA,Major,A1009,A112,536850,191500,51.60571610,-0.02522367,1.7,1.1,Estimated,Estimated using AADF from previous year on this link,33,1497,89750,356,25381,3631,493,1007,220,396,1107,6854,123838
23986,7060,2022,6,57,A407,PA,Major,A41,A598,525000,186440,51.56299643,-0.19804614,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,205,437,6846,636,1974,306,46,24,8,0,4,387,10280
24012,7061,2022,6,118,A407,PA,Major,A404,A4088,522000,184800,51.54891342,-0.24187247,1.8,1.1,Estimated,Estimated using AADF from previous year on this link,245,406,10932,459,2857,225,23,16,9,4,3,280,14933
24038,7063,2022,6,185,A409,PA,Major,A4005,A410,515377,190000,51.59704055,-0.33564122,3.2,2.0,Estimated,Estimated using AADF from previous year on this link,94,174,10944,630,1880,138,27,41,26,34,28,294,13922
24064,7064,2022,6,185,A410,PA,Major,A409,A4140,516000,191950,51.61443890,-0.32600585,2.2,1.4,Counted,Manual count,58,342,18349,478,2351,287,50,98,18,8,53,515,22035
24090,7065,2022,7,78,A411,PA,Major,A4140,A409,515000,194610,51.63855159,-0.33956916,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,23,50,7883,65,724,70,10,15,0,2,2,98,8820
24116,7067,2022,7,78,A412,PA,Major,Long Lane,A404,505000,194100,51.63592056,-0.48417224,1.9,1.2,Estimated,Estimated using AADF from previous year on this link,111,128,13271,94,2363,159,53,26,9,13,4,264,16120
26214,7209,2022,6,96,A501,PA,Major,Penton Rise,A1,531000,183090,51.53153066,-0.11278104,0.6,0.4,Counted,Automatic counter,1997,1933,18427,1272,6281,443,100,74,65,55,29,766,28679
26240,7210,2022,6,57,A502,PA,Major,A598,A406,525000,187470,51.57225306,-0.19768017,1.6,1.0,Estimated,Estimated using AADF from previous year on this link,239,306,5725,982,1000,189,11,2,3,4,3,213,8226
26266,7212,2022,6,96,A503,PA,Major,Isledon Rd,Stroud Green Rd/Blackstock Rd,531360,186700,51.56388868,-0.10624732,0.3,0.2,Counted,Manual count,2393,2583,16558,1473,5041,899,77,91,27,18,78,1190,26845
26292,7213,2022,6,96,A503,PA,Major,A1/A5203,A103,530700,185870,51.55658317,-0.11607161,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,1260,1164,14774,1044,4756,535,81,86,37,22,10,770,22508
26318,7214,2022,6,145,A503,PA,Major,A400,A5202,529150,184100,51.54103314,-0.13906671,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,1591,2064,14157,980,4133,670,45,47,17,5,8,793,22127
26344,7215,2022,6,165,A504,PA,Major,A1201,A103,530000,189220,51.58684987,-0.12492523,1.4,0.9,Estimated,Estimated using AADF from previous year on this link,411,722,16521,727,3165,396,45,31,7,4,6,489,21623
26370,7216,2022,6,57,A504,PA,Major,A502,A1,523600,189400,51.58990688,-0.21719122,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,168,203,9517,461,1582,77,6,9,2,5,4,103,11866
26683,7237,2022,6,145,A5202,PA,Major,B512,A503,529300,184000,51.54010015,-0.13694167,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,1336,337,4234,81,1307,72,22,35,6,1,2,138,6097
28247,7318,2022,6,57,A598,PA,Major,A504,A5000,525000,190400,51.59858502,-0.19663708,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,260,397,11024,680,1993,128,28,14,9,6,5,189,14282
30971,7469,2022,7,78,A1000,PA,Major,A111,B156,526023,200992,51.69354505,-0.17806453,0.8,0.5,Estimated,Estimated using AADF from previous year on this link,104,86,12395,242,2430,246,47,28,21,17,47,405,15557
30997,7470,2022,6,57,A1000,PA,Major,A598,A109/A5109,526330,193000,51.62165383,-0.17650934,1.7,1.1,Estimated,Estimated using AADF from previous year on this link,370,525,12939,428,2636,263,21,15,20,10,5,334,16862
31023,7472,2022,6,125,A1006,PA,Major,A503,A104,536000,189200,51.58525440,-0.03838081,2.4,1.5,Estimated,Estimated using AADF from previous year on this link,389,258,8443,307,2351,192,52,126,5,34,22,431,11790
31049,7473,2022,6,165,A1010,PA,Major,A10,A109,533900,190400,51.59654036,-0.06821663,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,700,887,15590,2052,2888,528,51,28,11,5,30,653,22069
31101,7478,2022,7,123,A1023,PA,Major,A12(T),A128,558000,193030,51.61393149,0.28063424,3.3,2.1,Estimated,Estimated using AADF from previous year on this link,69,100,11769,55,2185,158,28,28,21,18,7,260,14369
31641,7518,2022,6,168,A1240,PA,Major,A1306,A124,549040,185000,51.54422192,0.14792096,2.8,1.7,Estimated,Estimated using AADF from previous year on this link,110,175,7819,474,1364,158,26,28,8,32,11,262,10095
31839,7537,2022,6,96,A1200,PA,Major,B102,A104,532300,184000,51.53940546,-0.09370831,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,1455,1253,11923,285,3262,534,15,26,16,4,4,599,17322
31865,7538,2022,6,96,A1201,PA,Major,A1199,A503,531960,185000,51.54847152,-0.09823319,2.2,1.4,Estimated,Estimated using AADF from previous year on this link,1006,499,9682,581,2790,126,14,5,3,1,3,153,13706
31891,7540,2022,6,93,A1205,PA,Major,A13/A1261,A11,536630,182000,51.52040204,-0.03208661,1.6,1.0,Estimated,Estimated using AADF from previous year on this link,867,433,9542,791,2002,124,31,20,1,2,4,182,12949
32015,7549,2022,6,134,A2022,PA,Major,A167,LA Boundary,537200,163900,51.35761124,-0.03088539,1.8,1.1,Counted,Manual count,57,215,15530,197,3237,412,49,81,38,47,73,699,19879
32139,7557,2022,6,103,A2205,PA,Major,A200,A200,533160,180000,51.50325722,-0.08282605,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,741,475,2689,13,1413,168,36,21,4,12,3,244,4835
32165,7558,2022,6,104,A2210,PA,Major,A2/A2209,A20 Loampit Vale,537850,176000,51.46618807,-0.01685671,1.6,1.0,Estimated,Estimated using AADF from previous year on this link,849,273,5037,254,1022,64,8,19,1,5,2,100,6686
32191,7559,2022,6,104,A2211,PA,Major,A20,LA Boundary,538260,176000,51.46608816,-0.01095813,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,405,259,9785,449,1765,144,34,27,3,10,7,225,12484
32217,7562,2022,6,175,A3003,PA,Major,A316,A306,520000,175840,51.46881287,-0.27375028,2.9,1.8,Estimated,Estimated using AADF from previous year on this link,385,404,10830,145,2810,225,21,29,3,3,7,290,14479
32243,7563,2022,6,111,A3004,PA,Major,LA Boundary,A310,516480,175600,51.46739042,-0.32448326,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,457,265,9369,310,1540,111,33,4,6,0,4,158,11642
32347,7570,2022,6,107,A3036,PA,Major,A202/A203,A3203,530430,178500,51.49041296,-0.12269111,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,2135,1664,10669,758,3432,598,71,210,18,7,55,960,17482
32373,7571,2022,6,108,A3036,PA,Major,A3220,LA Boundary,528000,175600,51.46490552,-0.15872233,0.8,0.5,Estimated,Estimated using AADF from previous year on this link,590,2016,12074,1303,2936,393,79,25,10,2,15,523,18853
32399,7572,2022,6,66,A3044,PA,Major,A4(T),A408,506000,177830,51.48949385,-0.47463047,2.2,1.4,Counted,Automatic counter,82,223,7366,213,1621,153,35,91,9,14,6,308,9731
32756,7598,2022,6,103,A200,PA,Major,A100,Druid St,533430,179996,51.50315760,-0.07893973,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,2933,517,4371,970,1188,156,10,2,0,3,2,172,7218
32779,7599,2022,6,103,A3202,PA,Major,A300,A3,532100,179520,51.49919210,-0.09826909,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,1006,929,5134,337,3076,150,40,32,9,9,5,245,9722
32805,7600,2022,6,103,A3203,PA,Major,A23,A302,531400,179280,51.49719827,-0.10843722,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,1601,811,5710,659,3118,295,81,108,9,14,16,524,10823
32831,7601,2022,6,108,A3205,PA,Major,A3220,A3220,527693,176465,51.47274855,-0.16282744,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,1274,1763,10377,898,4375,270,45,96,16,37,32,494,17907
32857,7603,2022,6,109,A3212,PA,Major,A3203,Parliament Square,530203,179258,51.49727725,-0.12567945,0.7,0.4,Counted,Manual count,6872,1514,7431,827,2429,447,46,31,6,13,11,556,12757
32883,7604,2022,6,110,A3220,PA,Major,A3220 Edith grove,A3212,526700,177380,51.48119469,-0.17678961,0.5,0.3,Counted,Automatic counter,3865,2003,18600,394,6093,411,98,147,26,47,72,801,27891
32909,7605,2022,6,108,A3216,PA,Major,A3036,A3205,528580,176000,51.46836896,-0.15023211,1.3,0.8,Estimated,Estimated using AADF from previous year on this link,1888,824,5541,859,1552,369,31,77,1,21,20,519,9295
32935,7606,2022,6,110,A3217,PA,Major,A3220,A3216,527000,177930,51.48607034,-0.17227419,1.6,1.0,Estimated,Estimated using AADF from previous year on this link,1862,2034,13002,1259,2448,355,21,11,7,0,8,402,19146
32961,7607,2022,6,110,A3218,PA,Major,A3220,A4,526000,178400,51.49051776,-0.18650131,1.6,1.0,Estimated,Estimated using AADF from previous year on this link,1306,1000,8889,415,2347,242,17,12,6,1,0,278,12929
32987,7609,2022,6,108,A3220,PA,Major,LA Boundary,A3220 Prince of Wales Drive,527050,177310,51.48048718,-0.17177714,0.8,0.5,Counted,Automatic counter,3805,2135,14785,1293,5963,495,81,89,13,26,9,713,24889
33020,7611,2022,6,147,A4000,PA,Major,A406,High St,519600,180000,51.50628619,-0.27809850,1.1,0.7,Estimated,Estimated using AADF from previous year on this link,417,508,8429,403,2370,192,55,26,8,19,45,344,12053
33046,7613,2022,6,118,A4005,PA,Major,LA Boundary,A4089,518000,183600,51.53897750,-0.29993643,0.6,0.4,Estimated,Estimated using AADF from previous year on this link,218,509,17250,1086,3408,248,80,27,16,52,28,450,22704
33098,7618,2022,6,146,A4020,PA,Major,LA Boundary,Wood Lane / Shepherd's Bush Green,523200,180000,51.50551390,-0.22625284,1.5,0.9,Counted,Automatic counter,2136,1217,9716,835,2301,146,31,9,9,5,1,201,14270
33124,7619,2022,6,147,A4020,PA,Major,A3002,A4001,515300,180150,51.50852681,-0.33997884,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,434,441,15329,1068,2566,177,47,19,14,21,27,306,19710
33286,7635,2022,6,185,A4090,PA,Major,A312,A404,513250,188000,51.57949595,-0.36698140,3.5,2.2,Counted,Manual count,138,491,15724,250,2240,313,63,47,14,1,10,448,19153
33620,7651,2022,7,78,A4125,PA,Major,A4178,A411/A4008,511508,195232,51.64484506,-0.38981128,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,41,143,14821,114,2648,121,6,53,1,10,2,193,17920
33646,7652,2022,6,185,A4127,PA,Major,LA Boundary,A4005,515660,186000,51.56103186,-0.33287410,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,206,578,16688,379,2708,423,39,46,26,18,21,573,20925
33878,7672,2022,6,109,A4201,PA,Major,A5204,A501,528800,181700,51.51954442,-0.14498813,0.8,0.5,Estimated,Estimated using AADF from previous year on this link,1325,937,9406,692,2165,219,31,31,2,3,2,287,13486
34656,7715,2022,6,96,A5200,PA,Major,Euston Rd,A5203,530320,183100,51.53177771,-0.12257514,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,760,633,5821,973,2122,191,42,184,6,13,19,454,10002
34682,7716,2022,6,122,A5201,PA,Major,A1202,A10/A1208,533330,182670,51.52721110,-0.07936860,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,2623,1516,10158,825,5436,477,59,154,14,12,13,731,18666
34708,7717,2022,6,145,A5201,PA,Major,Gray's Inn Rd,LA Boundary,531300,182040,51.52202495,-0.10884969,0.4,0.2,Estimated,Estimated using AADF from previous year on this link,3844,1222,5501,751,2811,215,23,17,2,4,3,264,10549
35439,7765,2022,9,135,A24,PA,Major,A240,A232,522230,162200,51.34574715,-0.24635548,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,309,388,26469,88,4448,236,52,50,16,36,51,442,31835
35517,7770,2022,9,135,A244,PA,Major,Heath Rd,A3,514142,161514,51.34126147,-0.36265359,1.2,0.7,Estimated,Estimated using AADF from previous year on this link,247,198,14498,34,5324,363,55,33,15,10,0,475,20529
35621,7774,2022,9,135,A309,PA,Major,A307,A3050,515400,168000,51.39930377,-0.34249884,2.9,1.8,Estimated,Estimated using AADF from previous year on this link,448,322,20100,24,4187,273,45,92,1,9,31,451,25083
35647,7776,2022,9,135,A317,PA,Major,A318,A320,504000,166470,51.38775329,-0.50676058,1.6,1.0,Estimated,Estimated using AADF from previous year on this link,98,103,12233,67,2129,84,24,15,5,10,12,150,14683
35725,7782,2022,9,135,A3,TA,Major,M25,A245,509100,160370,51.33196736,-0.43536150,2.2,1.4,Counted,Manual count,5,535,62758,163,14260,858,210,517,113,373,285,2355,80071
35855,7789,2022,9,135,A217,PA,Major,A240,B2221,524560,158500,51.31198794,-0.21420953,0.8,0.5,Estimated,Estimated using AADF from previous year on this link,64,209,23150,19,5546,258,52,153,35,73,159,731,29655
35881,7790,2022,9,135,A244,PA,Major,A3050,A308,509250,169200,51.41130674,-0.43049947,4.3,2.7,Estimated,Estimated using AADF from previous year on this link,129,214,13507,64,2127,207,49,49,5,48,65,423,16336
35906,7791,2022,9,135,A245,PA,Major,A318 Oyster Lane,B374 Brooklands Rd,506900,161250,51.34029451,-0.46666517,0.9,0.6,Counted,Manual count,92,287,20349,51,4479,315,96,150,19,93,70,742,25908
35983,7795,2022,9,135,A307,PA,Major,Fairmile Lane,Hawkshill Way,512500,162500,51.35045070,-0.38590685,2.6,1.6,Counted,Manual count,665,165,11560,56,1726,63,18,19,9,4,4,118,13625
36009,7796,2022,9,135,A308,PA,Major,South St,A30,504021,171802,51.43567715,-0.50489547,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,285,200,11157,166,1667,126,28,11,6,9,6,186,13377
36110,7801,2022,9,135,A2022,PA,Major,A24,A240,522700,160060,51.32641266,-0.24034676,2.6,1.6,Estimated,Estimated using AADF from previous year on this link,32,108,6039,21,1131,295,16,79,1,2,7,399,7699
36497,7824,2022,9,80,M25,TM,Major,3,2,554457,170565,51.41307112,0.21967033,5.3,3.3,Counted,Manual count,0,565,83451,209,28575,2630,710,1156,812,6315,4498,16121,128920
37800,7889,2022,6,201,A125,PA,Major,A1306,A1112,552000,183400,51.52905728,0.18988455,1.9,1.2,Estimated,Estimated using AADF from previous year on this link,57,132,15617,297,2543,410,76,109,10,42,42,688,19279
37826,7890,2022,6,168,A1153,PA,Major,A13(T)/A123,A124,547200,185000,51.54470400,0.12140581,2.8,1.7,Estimated,Estimated using AADF from previous year on this link,109,243,10029,29,2247,213,19,51,9,9,9,310,12858
37930,7901,2022,9,135,M25,TM,Major,11,10,505600,161200,51.34008760,-0.48533656,7.7,4.8,Counted,Automatic counter,0,637,114654,173,41278,2652,700,1015,657,5487,3847,14356,171098
37956,7902,2022,9,83,M25,TM,Major,16,15,504000,183357,51.53954401,-0.50179650,8.4,5.2,Counted,Automatic counter,0,597,136043,137,41249,7746,1001,1638,1003,2754,8576,22718,200744
38008,7904,2022,7,123,M25,TM,Major,LA Boundary,27,549300,198760,51.66778824,0.15751989,8.9,5.5,Counted,Automatic counter,0,433,83011,33,36514,3618,565,877,795,7621,13935,27411,147402
38104,7911,2022,7,128,A13,TA,Major,A126,A13,560000,179800,51.49450545,0.30348300,1.9,1.2,Counted,Manual count,20,791,42858,70,13887,2087,265,1246,84,746,6896,11323,68929
38426,7934,2022,6,109,A3214,PA,Major,B302,A3213,528600,178600,51.49173040,-0.14899903,0.9,0.6,Estimated,Estimated using AADF from previous year on this link,596,357,6157,2272,1247,139,33,43,1,7,11,233,10265
39109,7978,2022,9,135,A245,PA,Major,Station Approach,Bull Hill,516350,156770,51.29817506,-0.33251480,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,117,121,12783,73,1993,104,37,21,3,6,3,173,15143
39953,8024,2022,9,80,M20,TM,Major,2,2,561000,159600,51.31273770,0.30871505,2.1,1.3,Counted,Manual count,0,238,28348,76,9766,811,124,469,529,1977,3244,7155,45583
40186,8049,2022,6,66,A4125,PA,Major,A404,LA Boundary,510004,191753,51.61387135,-0.41263183,1.2,0.7,Estimated,Estimated using AADF from previous year on this link,43,65,10164,74,1466,108,2,5,4,3,6,128,11897
40285,8064,2022,6,122,A102,PA,Major,A106,A107,536000,185157,51.54892325,-0.03994269,1.6,1.0,Counted,Automatic counter,476,374,14736,677,4115,489,67,43,9,5,6,619,20521
40415,8081,2022,6,110,A3220,PA,Major,A3218,A4,525553,178555,51.49201010,-0.19288132,0.7,0.4,Counted,Automatic counter,795,1413,16148,703,5256,816,95,115,31,44,69,1170,24691
40441,8083,2022,6,109,A41,PA,Major,A41,A5205,527410,182550,51.52749831,-0.16470398,0.7,0.4,Estimated,Estimated using AADF from previous year on this link,685,1286,15151,867,3474,636,73,101,30,8,48,897,21674
40467,8087,2022,6,118,A4089,PA,Major,A404,A479,519000,186160,51.56177610,-0.28465926,1.5,0.9,Estimated,Estimated using AADF from previous year on this link,36,167,6563,171,667,50,7,11,1,2,1,71,7640
40493,8090,2022,6,66,A437,PA,Major,A4020,A40,507593,183748,51.54238532,-0.44988974,2.2,1.4,Estimated,Estimated using AADF from previous year on this link,148,233,17961,273,3331,347,61,63,7,8,15,501,22299
40519,8095,2022,6,103,A2198,PA,Major,A2,A2205,533000,179520,51.49898128,-0.08531083,0.8,0.5,Estimated,Estimated using AADF from previous year on this link,827,1098,6429,200,3788,259,50,23,9,2,0,344,11859
40571,8105,2022,9,80,A226,PA,Major,A226 West Hill,A2026,554000,174320,51.44693385,0.21473521,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,40,252,12169,475,1645,105,43,37,10,3,13,211,14752
41166,8167,2022,6,176,A233,PA,Major,"Churchill Way, Biggin Hill",Downe Road,541540,162000,51.33947581,0.03065243,3.6,2.2,Estimated,Estimated using AADF from previous year on this link,75,169,13187,326,2814,97,29,18,9,6,2,161,16657
41270,8182,2022,6,107,A23,PA,Major,A3202,A3036/A3200 roundabout,531020,179530,51.49953308,-0.11381554,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,1738,1497,6537,2205,2473,520,60,30,3,3,14,628,13340
42004,8280,2022,6,66,M4,TM,Major,4,A408,507489,178674,51.49679905,-0.45293525,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,0,188,39378,370,9960,1774,181,552,91,109,378,3085,52981
42030,8281,2022,6,178,A308,PA,Major,A2043,A238,518945,169413,51.41127210,-0.29108966,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,839,580,13734,1150,2097,228,37,14,9,5,5,298,17860
42056,8282,2022,6,134,A232,PA,Major,A212,A222,533000,165435,51.37240405,-0.09059636,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,108,816,23397,45,4944,650,92,174,32,19,111,1078,30281
42099,8285,2022,6,96,A5203,PA,Major,A5200,Caledonian Rd,530453,183299,51.53353540,-0.12058511,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,426,526,3835,701,1109,147,21,55,39,12,13,287,6458
42194,8291,2022,7,78,A411,PA,Major,Upton Rd,A411 Beechen Grove,510836,196609,51.65735435,-0.39908310,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,1,111,19048,370,2325,137,34,41,10,24,11,256,22111
42946,8352,2022,6,104,A2,PA,Major,A20,A20,536600,176940,51.47493825,-0.03447721,0.1,0.1,Estimated,Estimated from nearby links,770,635,6767,454,1870,250,31,55,9,11,19,376,10102
42972,8354,2022,6,107,A3205,PA,Major,A3036,A203,530267,177824,51.48437541,-0.12528678,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,1022,2655,19449,1297,6230,1205,165,230,14,27,111,1752,31383
42998,8357,2022,6,108,A205,PA,Major,A3,A205 The Avenue,528000,175030,51.45978294,-0.15892833,0.5,0.3,Estimated,Estimated using AADF from previous year on this link,361,1096,12386,30,4085,261,46,47,26,46,24,451,18048
43024,8359,2022,6,108,A3220,PA,Major,A3220 Battersea Bridge Rd,A3031,527500,176700,51.47490397,-0.16552014,0.3,0.2,Estimated,Estimated using AADF from previous year on this link,673,492,8217,326,2571,131,23,13,2,5,1,175,11781
43176,8375,2022,6,104,A205,PA,Major,A205,A21,537800,173760,51.44607098,-0.01844782,0.2,0.1,Estimated,Estimated using AADF from previous year on this link,136,1079,14685,724,2677,539,92,112,54,60,101,959,20124
